TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
127.338231293,1.44613,0.620714,0.113648,2.31133,0.256225,0.750684,1.21966,0.00160543,0.0679428,0.182655,0.414475,0.147882
127.384671202,1.53734,0.541381,0.172282,1.85537,0.32246,0.977468,0.728569,0,0.0902429,0.229876,0.165259,0.0549324
127.431111111,1.2774,0.316846,0.202547,1.46445,0.622868,0.739034,0.651049,0.00682121,0.178377,0.287018,0.38944,0.514808
127.477551020,1.03506,0.119371,0.340018,1.04128,1.21596,0.523347,0.715865,0.0090549,0.105958,0.356463,0.62064,0.667788
127.523990930,0.337576,0.207099,0.433917,0.318795,1.66331,0.162896,0.910676,0.161478,0.143992,0.496113,0.848543,0.849615
127.570430839,0.163433,0.341245,0.405136,0.470418,2.03498,0.82352,0.845056,0.340824,0.064311,0.332416,1.08472,1.19389
127.616870748,0.262988,0.240943,0.285541,0.405959,1.58015,2.54307,0.59499,0.0332537,0.0919996,0.330008,0.214289,1.48713
127.663310658,0.0962823,0.0467636,0.184287,0.0140435,1.96264,2.27427,0.0907784,0.0214038,0.201044,0.36885,0.236612,1.40349
127.709750567,0.000153753,0.364111,0.565243,0.0151374,1.87714,1.72368,0.0386269,0.0741971,0.108866,0.209304,0.557179,1.62763
127.756190476,0.172574,0.252708,0.329213,0.213398,1.3381,1.32618,0.418873,0.256994,0.211614,0.252316,0.958194,1.52957
127.802630385,0.143019,0.44656,0.224646,0.677434,0.516371,1.0095,0.691162,0.937004,0.126995,0.29435,1.3884,0.826329
127.849070295,0.243621,0.48453,0.356169,2.1614,0.16067,0.875849,0.827364,1.06859,0.062713,0.282675,1.57749,0.234104
127.895510204,0.363614,0.401537,0.624442,2.53902,0.216402,0.660755,0.924898,0.45324,0.4826,0.116337,1.19609,0.589252
127.941950113,0.506057,0.461896,0.879749,1.65144,0.209604,1.04934,0.895835,0.26224,1.54267,0.0653833,0.202819,1.17874
127.988390023,0.608611,0.54176,0.636051,1.25264,0.0991642,0.949723,0.436347,0.340129,1.59303,0.0326838,0.266717,1.45044
128.034829932,0.618847,0.482301,0.897303,1.17972,0.115021,0.606724,0.673145,0.292466,1.41977,0.0802144,0.309894,1.52692
128.081269841,0.649666,0.326659,1.04893,1.62193,0.247483,0.220319,1.40104,0.0822874,0.997293,0.0917504,0.448763,1.25566
128.127709751,0.191477,0.241061,0.923476,2.01541,0.145913,0.0985918,2.15142,0.0388454,0.43625,0.0806009,1.04754,1.02028
128.174149660,0.0590176,0.272614,0.582603,2.15136,0.186529,0.128854,2.05897,0.0391617,0.968166,0.0797997,1.48707,0.724625
128.220589569,0.148352,0.452297,0.500423,2.221,0.405159,0.111994,1.35865,0.0225899,1.98335,0.111582,1.0583,0.558136
128.267029478,0.205954,0.630905,0.50363,1.95244,0.62698,0.0344663,0.920007,0.0366433,2.17561,0.244639,0.851453,0.0285688
128.313469388,0.247652,0.300847,0.504908,2.24152,0.560464,0.0212348,0.740968,0.0130395,2.26322,0.263698,0.676687,0.0927146
128.359909297,0.920467,0.439385,0.435206,1.61557,0.36739,0.779227,0.549963,0.0197418,2.21054,0.35423,0,0.437061
128.406349206,0.207925,0.694287,0.0697656,0.975653,0.972585,1.1,0.0364149,0.010061,2.15135,0.210334,0.041945,0.427728
128.452789116,0.537655,0.663399,0.184711,0.628991,1.28499,0.698342,0,0.182897,1.74113,0.211462,0.613195,0.370897
128.499229025,0.770641,0.145432,0.409484,0.894839,1.22667,0.432316,0.394569,0.304104,0.0460545,0.140376,1.59362,0.578222
128.545668934,0.774551,0.200834,0.297327,1.03402,1.18912,0.27439,0.539198,0.126674,0.0950435,0.197071,1.77954,0.528408
128.592108844,0.808735,0.150752,0.352459,0.831808,1.51901,0.34424,0.608,0.292017,0.0827184,0.207334,2.00555,0.364732
128.638548753,0.651987,0.155088,0.38629,0.941428,1.28291,0.275061,0.786394,0.370491,0.0631748,0.332594,2.45615,0.043215
128.684988662,0.387996,0.0719359,0.568515,1.16393,0.945452,0.195294,0.615542,0.444156,0.150243,0.336189,2.21605,0.14404
128.731428571,0.144516,0.196389,0.374328,0.868005,2.00845,0.0784265,0.425115,0.389546,0.606789,0.167476,1.83997,0.20782
128.777868481,0.0379963,0.215496,0.31779,0.0157777,2.45761,0.223894,0.444562,0.159057,0.776748,0.53815,0.78015,0.217834
128.824308390,0.405526,0.32048,0.364742,0.218613,2.23829,0.250693,0.398466,0.185657,0.634194,0.375886,0.171815,0.472305
128.870748299,0.570787,0.383505,0.237993,0.721721,1.65194,0.204779,0.717056,0.398488,0.277095,0.344025,0.232413,0.667031
128.917188209,0.511404,0.293086,0.235277,1.47325,0.996999,0.190201,0.599304,0.686344,0.230936,0.369877,0.189818,0.919197
128.963628118,0.50214,0.414611,0.331635,1.69438,1.26426,0.209308,0.676164,0.611228,0.14989,0.382187,0,1.31732
129.010068027,0.372055,0.531699,0.399578,1.49981,1.29038,0.231404,0.792911,0.554022,0.0251776,0.531074,0.123027,1.09333
129.056507937,0.211457,0.519452,0.330863,0.972435,1.41463,0.212552,0.636626,0.685596,0.104355,0.570827,0.536585,0.814148
129.102947846,0.0955911,0.666124,0.00365287,1.03521,1.504,0.165776,0.415494,0.644727,0.342292,0.341387,0.67275,0.399431
129.149387755,0.000286693,0.559852,0.0165733,1.42212,1.60097,0.861529,0.19518,0.201688,0.681342,0.250141,0.69047,0.976969
129.195827664,0.108759,0.30004,0.148377,1.23584,1.96137,0.567798,0.430155,0.26283,0.843957,0.132196,0.49819,1.00734
129.242267574,0.375459,0.698137,0.203737,1.24217,1.8177,0.243807,0.614576,0.403746,0.956324,0.225147,0.0639016,0.881045
129.288707483,0.536916,1.0521,0.247316,1.23666,1.55313,0.149473,0.698982,0.53329,0.853066,0.344549,0.11706,0.555467
129.335147392,0.571335,1.24633,0.388139,0.941957,1.06901,0.0736825,0.861405,0.620228,0.469634,0.338908,0.367619,0.217059
129.381587302,0.710937,1.17908,0.567195,0.290026,0.546627,0.179256,0.969536,0.112647,0.999915,0.11484,0.218592,0.708962
129.428027211,0.886712,1.08469,0.546973,0.0321976,0.898015,0.527941,0.45826,0.174507,1.16699,0.0017415,0.149363,0.835317
129.474467120,0.667069,1.14267,0.717505,0.0414067,1.20912,0.752792,0.200398,0.21474,1.14008,0.196633,0.191047,0.979562
129.520907029,0.575635,1.01702,0.832615,0.16833,0.699524,0.683719,0.0689746,0.326847,1.21731,0.353811,0.209936,1.24063
129.567346939,0.197562,0.518458,0.794274,0.667031,0.352993,0.874494,0.431785,0.288831,1.02617,0.32242,0.433233,1.05458
129.613786848,0.460814,0.522235,0.311941,1.52713,0.202503,0.397518,0.800157,0.235272,0.152914,0.53266,1.08187,0.592567
129.660226757,0.41199,0.418242,0.428955,1.25131,0.43661,0.683862,1.08219,0.191435,0.387272,0.432805,1.84528,0.450488
129.706666667,0.360625,0.210443,0.231834,0.644002,1.60503,1.13803,0.79059,0.101862,0.340392,0.032346,1.61029,0.663923
129.753106576,0.365626,0.00056976,0.105519,0.0959102,1.76187,0.928261,0.660715,0.0503758,0.356039,0.00701887,1.82331,0.728609
129.799546485,0.341269,0.00302063,0.34606,0.0854045,2.36101,0.739285,0.593354,0.0714096,0.40247,0.00130809,1.91509,0.732944
129.845986395,0.44242,0.141994,0.390958,0.124372,2.44145,0.709514,0.785049,0.036579,0.339855,0.0349544,1.83259,0.294574
129.892426304,0.333388,0.268757,0.361201,0.0889471,1.85142,0.722195,1.13254,0.00916259,0.58774,0.476021,0.542366,0.407208
129.938866213,0.204229,0.127363,0.369985,0.0173031,2.26266,0.509373,0.799838,0.108604,0.673905,0.386114,0.429183,0.677814
129.985306122,0.17337,0.0737706,0.37078,0.0174437,2.08176,0.302819,0.673569,0.257723,0.600684,0.406459,0.612134,0.725745
130.031746032,0.303546,0.147338,0.401684,0.342632,1.49607,0.147141,0.78468,0.433878,0.434924,0.436071,0.550538,0.568468
130.078185941,0.491343,0.347616,0.435619,0.942626,0.670233,0.113699,0.881494,0.667938,0.0532953,0.610997,0.492464,0.291782
130.124625850,0.361456,0.180315,0.458078,1.05888,0.788303,0.0736598,0.865654,0.668982,0.986287,0.357717,0.26408,0.340065
130.171065760,0.194939,0.030357,0.295332,0.613463,1.66955,0.161179,0.286043,0.00621269,2.07661,0.13242,0,0.370427
130.217505669,0.000520983,0,0.393301,0.227582,1.85769,0.566196,0.0827968,0,2.31694,0.191864,0.00119228,0.498098
130.263945578,0.000671077,0.000895755,0.390085,0.142152,2.37466,0.684,0.0485202,0,2.21292,0.141618,0.202991,0.950324
130.310385488,0.000669446,0.00161692,0.319405,0.101855,2.91765,0.528265,0.0115936,0,2.14967,0.18615,0.381568,1.09595
130.356825397,0.000476842,0.00221539,0.549994,0.173738,3.28214,0.354628,0.043664,0,1.99474,0.279956,0.185162,0.996435
130.403265306,0.0436826,0.00345677,0.211992,0.333003,2.58735,0.781426,0.470907,0.100518,1.33641,0.375528,0.0409023,1.10795
130.449705215,0.204227,0.0826627,0.370226,0.647263,2.32083,0.425692,0.42275,0,0.840188,0.397423,0.00121613,0.909255
130.496145125,0.330426,0.172474,0.299529,0.899464,1.49389,0.284781,0.494005,0.0541074,0.543385,0.153242,1.77006,0.63833
130.542585034,0.463837,0.174457,0.408111,0.45885,1.26582,0.741068,0.777027,0.0105475,0.263958,0.155784,2.09152,0.822673
130.589024943,0.585526,0.204599,0.483487,0.117197,1.45918,0.825484,0.922315,0.00750347,0.265578,0.167963,2.12161,1.36867
130.635464853,0.460956,0.176795,0.530822,0.45425,1.2402,0.713215,0.98367,0.0062789,0.259098,0.19182,2.0231,1.30027
130.681904762,0.222159,0.0745461,0.326733,0.7308,1.04289,0.571833,0.856215,0.00477776,0.40675,0.18466,1.70106,0.94964
130.728344671,0.183977,0.235304,0.0138008,0.584311,0.879533,0.0864931,0.515691,0.00837829,0.590962,0.270731,1.30859,0.668765
130.774784580,0.482003,0.257351,0.242895,0.237904,1.11665,0.200266,0.0753288,0.114653,0.921722,0.143354,0.527264,0.91421
130.821224490,1.05541,0.155589,0.513829,0.0175341,1.48822,0.928358,0.0577416,0.0187972,1.21627,0.00056292,0.0542728,1.24051
130.867664399,1.17297,0.249839,0.40945,0.0140112,1.47248,1.01707,0.0611971,0.087703,1.18165,0.00044202,0.199136,1.40245
130.914104308,0.688198,0.451438,0.588651,0.0759992,1.06625,1.14866,0.126205,0.0863172,1.1377,0.000241164,0.222648,2.21545
130.960544218,0.509949,0.33034,0.947541,0.015793,1.35429,0.714713,0.0331768,0.0197281,1.22617,2.42523e-05,0.545344,2.34426
131.006984127,0.419292,0.233912,1.07902,0.195691,1.72235,0.200476,0.0179966,0.0105058,1.49044,0,0.645446,1.99695
131.053424036,0.113139,0.21666,0.605043,0.278961,2.11592,0.123005,0.33638,0.0208104,1.39939,0.0122527,0.493709,1.94786
131.099863946,0.433207,0.186885,0.469762,0.488618,2.13319,0.138614,0.639267,0.0187611,1.34437,0.0621012,1.06624,1.59174
131.146303855,0.556282,0.142551,0.326143,0.475943,2.95832,0.218587,0.790172,0.00754658,0.459922,0.0682709,1.53194,0.714273
131.192743764,0.473897,0,0.363676,0.164449,3.17005,0.163679,0.664255,0.00219495,0.0879946,0.0989654,1.77147,0.700413
131.239183673,0.269877,0,0.559964,0.203467,3.13501,0.213118,0.561547,0.0514055,0.119073,0.0722666,2.03732,1.05099
131.285623583,0.309138,0.102793,0.797715,0.202897,2.78896,0.13579,0.726415,0.0860305,0.927578,0.0329008,1.61825,1.2036
131.332063492,0.239164,0.16499,0.37477,0.429869,2.38767,0.230092,0.829784,0.0755939,1.40055,0,0.608366,1.20579
131.378503401,0.219236,0.0999816,0.195063,0.826876,1.79389,0.211733,0.637709,0.103148,1.43339,0.000185071,0.0309163,1.19133
131.424943311,0.187244,0.291108,0.252633,1.39704,1.57674,0.277723,0.615701,0.329066,1.41739,0.000691266,0.369994,0.893406
131.471383220,0.443508,0.444614,0.433336,2.322,1.06825,0.111367,0.747215,0.401591,1.53393,0.0652294,0.419425,0.503691
131.517823129,0.553053,0.403508,0.580401,2.73227,0.585331,0.0681817,0.843632,0.192185,1.87718,0.0917513,0.55445,0.258726
131.564263039,0.779593,0.235466,0.63657,1.98482,0.658854,0.20965,0.864725,0,2.25831,0.100615,0.491056,0.107692
131.610702948,0.788053,0,0.490288,0.79526,1.27108,0.288202,0.54688,0.0188061,2.37458,0.00967171,0,0.50527
131.657142857,0.545074,0,0.00190168,0.638733,1.66743,0.389719,0.013595,0.0010953,2.28875,0.0354655,0,0.700718
131.703582766,0.314438,0.170886,0.0927872,0.620504,1.44927,0.392614,0.0120324,0,1.7371,0.26941,0,0.980385
131.750022676,0.13375,0.220393,0.728525,0.289844,1.03775,0.28687,0.062013,0,1.36502,0.266783,0.0710999,0.817244
131.796462585,0.040807,0.145195,1.04539,0.0868936,1.02065,0.517303,0.0324545,0.000678744,1.42851,0.0712796,0.125575,0.741988
131.842902494,0.180866,0.0139674,1.10135,0.0767071,1.10643,0.759764,0.0307152,0.160399,1.29615,0,0.144051,0.745853
131.889342404,0.141804,0.0346573,1.05352,0.43651,1.57204,0.653918,0.0555705,0.00849241,1.1735,0.039155,0.36094,1.09177
131.935782313,0.352749,0.207294,0.884401,0.452434,1.77767,0.651138,0.457864,0.0375277,0.898057,0.255312,0.543506,1.21343
131.982222222,0.40418,0.454454,0.706559,0.452778,1.18176,0.821674,0.717389,0.330584,0.351611,0.576793,0.704514,0.77185
132.028662132,0.461602,1.05089,0.533354,0.918587,0.203031,0.39619,0.864997,0.402396,0.111089,0.6686,0.698392,0.12697
132.075102041,0.311858,1.06159,0.533515,1.97988,0.193998,0.0553507,0.832702,0.514361,0.184473,0.444752,0.838472,0.046824
132.121541950,0.31581,0.759795,0.389286,2.80502,0.109999,0.159113,0.759893,0.696961,0.299467,0.39395,0.993832,0.159241
132.167981859,0.260738,0.507672,0.0696263,2.78626,0.516454,0.174489,0.357034,0.811595,0.438846,0.267203,1.05674,0.486632
132.214421769,0.154798,0.127592,0.133047,1.47822,1.76169,0.34428,0.0399809,0.719987,0.639805,0.136207,1.01398,0.965741
132.260861678,0.300838,0.130948,0.319801,0.187543,1.75804,1.37943,0.0379096,0.180315,1.30609,0.113652,0.339684,0.9988
132.307301587,1.01671,0.226099,0.302827,0.104562,1.37033,1.59024,0.20829,0.173906,1.3575,0.00091863,0.243549,0.93205
132.353741497,0.968627,0.289929,0.444906,0.123706,0.926777,1.6795,0.215045,0.134772,1.38066,0.00155785,0.226211,1.15869
132.400181406,1.03066,0.235873,0.459279,0.163288,0.50712,1.49941,0.319346,0.0954414,1.4106,0.0155297,0.23678,1.33362
132.446621315,1.14529,0.142053,0.452854,0.165962,0.172739,0.815057,0.62548,0.00476945,1.36718,0.0593823,0.286944,1.5208
132.493061224,0.473965,0.252704,0.38181,0.727048,0.0113846,0.155077,1.40361,0.00487291,1.18749,0.0345119,0.0237744,1.7653
132.539501134,0.164057,0.5445,0.478163,0.984408,0,0.0878813,1.44353,0,1.12908,0.000203793,0.152395,1.29475
132.585941043,0.339131,0.737389,0.483741,0.93167,0,0.021652,1.1903,0.0621083,1.21189,0,0.602089,1.14536
132.632380952,0.138677,0.70232,0.406403,0.875299,0,0.029969,0.931922,0.571213,1.31113,0,0.841876,0.886948
132.678820862,4.28024e-05,0.781194,0.574496,0.932947,0.019861,0.0329265,0.0391725,0.45038,1.50047,0,0.944719,0.776421
132.725260771,0.00145814,0.25721,0.647378,1.21395,0.150558,0.0349493,0.0233411,0,1.57554,0.625699,0.802307,0.733424
132.771700680,0.0667242,0.22416,0.410038,1.22879,0.404627,0.0197804,0.0316622,0,1.45647,1.08127,0.344017,0.769535
132.818140590,0.468077,0.0625444,0.420344,1.16243,1.31675,0.00802579,0.758927,0,0.906499,0.531708,0.496863,0.619874
132.864580499,0.755491,0.040822,0.371646,0.820686,0.806628,1.42634,1.17103,0.318123,0.405083,0.45645,0.176352,0.679875
132.911020408,1.24569,0.173576,0.125336,0.746726,0.945903,1.42401,1.58631,0.347201,0.140677,0.0874406,0.244393,0.381952
132.957460317,1.31723,0.144539,0.490982,0.944343,1.05794,1.57627,1.7198,0.0962459,0.0483107,0.111971,0.208555,0.439366
133.003900227,1.64388,0.137262,0.501367,1.23888,0.819799,1.4215,1.80078,0.0114283,0.0382366,0.113828,0.106903,0.445872
133.050340136,1.53345,0.207808,0.461655,2.40602,0.228503,1.14329,2.12514,0.023592,0.123471,0.113382,0.282248,0.221462
133.096780045,1.05948,0.19475,0.478375,2.7305,0.155358,0.985242,1.88488,0.0144333,0.109005,0.0510272,0.409977,0.0956856
133.143219955,0.903944,0.136389,0.215171,2.46921,0.050526,1.60416,1.18894,0.0258568,0.097279,0.112793,0.135554,0.498715
133.189659864,0.769408,0.0268653,0.175547,2.46885,0.0761581,1.57217,0.847457,0.126569,0.0967928,0.210952,0.154145,1.05102
133.236099773,0.671934,0.00612098,0.263596,2.47895,0.958452,0.947724,0.898039,0.349293,0.119508,0.254442,0.280346,1.19483
133.282539683,1.19949,0.104323,0.451079,1.08959,2.45924,0.129053,1.01183,0.2381,0.113978,0.240437,0.280046,0.870507
133.328979592,1.12548,0.1531,0.525124,0.375494,2.97814,0.0596606,1.01407,0.0722906,0.0785556,0.155969,0.26609,0.93953
133.375419501,0.873353,0.115243,0.761413,0.36319,2.58944,0.142983,1.03136,0.0676092,0.189779,0.473487,0.142656,0.772018
133.421859410,0.331134,0.209818,0.477754,0.0172135,1.94502,1.12283,0.417929,0.0509249,0.275181,0.50059,0.0920092,0.272273
133.468299320,0.368855,0.582713,0.391908,0.0175687,1.2216,2.24978,0.0839916,0.0367997,0.403351,0.563021,0.0723263,0.293529
133.514739229,0.738782,0.791063,0.388419,0.229833,0.533684,2.333,0.0401986,0.0661291,0.277184,0.584473,0.071801,0.644127
133.561179138,0.599209,0.907632,0.291784,0.448709,0.813963,1.54649,0.523902,0.101561,0.235245,0.459352,0.083084,0.616978
133.607619048,0.381414,1.02348,0.286736,0.455511,1.00487,1.41904,0.610262,0.16437,0.0865904,0.371025,0.224382,0.755292
133.654058957,0.417736,0.966537,0.403513,0.417451,1.03419,1.31454,0.74051,0.211954,0.0640866,0.444862,0.49743,0.706493
133.700498866,0.446396,0.965369,0.900006,0.206969,1.20662,0.946977,0.847591,0.231907,0.745182,0.558416,0.0759459,0.686828
133.746938776,1.37874,0.165521,0.647663,0.24555,1.26619,0.988662,0.72389,0.153378,1.2133,0.250139,0.0933577,1.0387
133.793378685,1.45367,0.152914,0.438704,0.210673,1.27757,1.00502,0.579935,0.157375,1.15369,0.00346487,0.000395778,1.24342
133.839818594,1.80821,0.127198,0.531141,0.0208603,0.612244,0.965655,0.921441,0.0707772,1.04907,0.00384947,0.000165871,0.9295
133.886258503,1.97101,0.0751232,0.684525,0.0660675,0.14267,0.695842,1.68912,0.0443638,1.00456,0.0129024,0.000911465,0.694176
133.932698413,1.70905,0.154603,0.627579,0.266725,0.163588,0.420144,2.05751,0.0630852,0.741659,0.0369533,0.0912651,0.573564
133.979138322,1.4767,0.965381,0.508211,0.44935,0.17708,0.127089,1.62889,0.0891544,1.75376,0.122677,0.107968,0.444774
134.025578231,1.3809,1.09054,0.521908,0.314663,0.864165,0.0892221,0.893999,0.0898911,1.90931,0.159673,0.0971287,0.0449909
134.072018141,0.775066,0.806987,0.65023,0.634975,1.03641,0.00433169,0.874458,0.0802108,1.95743,0.250939,0.0103601,0.152551
134.118458050,0.294482,0.514991,0.566839,0.770047,1.2174,0.0134843,0.661041,0.0689034,2.00547,0.218886,0.0491317,0.170601
134.164897959,0.0233331,0.493002,0.171331,1.33895,0.976335,0,0.489174,0.0390125,2.12535,0.0721872,0.0844097,0.209311
134.211337868,0.000289475,0.50049,0.147676,1.96351,0.854907,0.160775,0.244603,0.139366,1.74047,0,0.130341,0.279317
134.257777778,0.0981196,0.559961,0.408251,1.88751,0.518128,0.128944,0.749027,0.0500965,1.39228,0,0.692683,0.502094
134.304217687,0.230345,0.322581,0.387806,1.80897,0.419937,0.168742,1.14844,0.264123,0.0455134,0.0287037,1.75329,0.518111
134.350657596,0.419792,0.258287,0.478199,1.09555,0.234754,0.836337,1.18711,0.154686,0.0778704,0.0896512,1.83452,0.401732
134.397097506,0.95432,0.266494,0.490126,0.491803,0.189204,1.10013,1.17196,0.0875758,0.0734512,0.0997788,1.70621,0.343758
134.443537415,1.13697,0.219364,0.540219,0.963119,0.237307,1.02706,1.20433,0.00348788,0.0816162,0.0959094,1.59558,0.192871
134.489977324,0.236447,0.117443,0.499247,1.43508,0.162351,1.42634,0.586344,0.138325,0.143447,0.0719998,1.99433,0.619314
134.536417234,0.0297789,0.0653355,0.64914,1.37464,0.135078,1.14683,0.291587,0.255744,0.452302,0,2.23957,0.634442
134.582857143,0.0671414,0.0886051,0.952963,1.34951,0.306263,0.64792,0.111206,0.33504,0.53394,0.00568666,2.44882,0.455755
134.629297052,0.365525,0.625833,0.717543,1.31435,0.423058,0.310589,0.783636,0.294598,0.148844,0.483578,1.32713,0.674398
134.675736961,0.503926,0.761129,0.452826,1.05975,0.712803,0.259764,1.21709,0.394355,0.0821568,0.686629,0.905535,0.47824
134.722176871,0.726108,0.99566,0.507299,0.179555,0.91232,0.350868,1.42867,0.32697,0.28148,0.635332,0.605478,0.98872
134.768616780,0.759367,0.714114,0.580121,0.224799,0.402387,0.299841,1.36728,0.346509,0.360926,0.522069,0.640712,1.01438
134.815056689,0.610245,0.650708,0.725901,0.953601,0.359086,0.296792,1.257,0.475034,0.386638,0.235407,0.8099,0.180954
134.861496599,0.283924,0.552556,0.716483,2.33603,0.165785,0.128794,1.05325,0.589756,0.344749,0.210169,0.524237,0.277167
134.907936508,0.372819,0.293171,0.275299,2.82274,0.116318,0.132981,0.628179,0.418728,0.25513,0.0295174,0.90994,0.40857
134.954376417,0.00216529,0.0277158,0.476031,2.87706,0.331566,0.376492,0.120259,0.433213,0.229146,0,1.0878,0.602522
135.000816327,0.0999842,0.322909,0.485114,3.04294,0.0360733,0.310776,0.340875,0.552794,0.221952,0.0263766,0.635716,0.736858
135.047256236,0.160177,0.941937,0.412713,3.15445,0.0431983,0.236974,0.614,0.822809,0.227715,0.093107,0.533608,0.465032
135.093696145,0.125334,1.12783,0.398512,3.2396,0.133949,0.117957,0.669724,1.02752,0.167308,0.12351,0.710141,0.190714
135.140136054,0.268303,1.24759,0.772082,1.41854,0.326293,0.574444,0.848585,0.196391,1.19886,0.0672192,0.858545,0.540304
135.186575964,0.937025,1.12785,0.636536,1.20511,0.36077,0.719254,0.791158,0.104149,1.47493,0.0300881,0.235817,1.04344
135.233015873,1.08541,1.03092,0.616746,0.848684,0.210734,0.991002,0.441883,0.0696037,1.33055,0,0.136017,1.3671
135.279455782,1.02962,0.774336,0.905013,0.0191177,0.65899,1.43053,0.744634,0.0666676,1.18741,0.000348101,0.0861487,1.28345
135.325895692,0.940523,0.36152,1.01457,0.0212981,0.675991,1.43003,1.1273,0.0978449,0.943709,0.00118391,0.0292675,1.18048
135.372335601,0.128246,0.2362,1.09435,0.191364,0.698697,0.767975,1.71101,0.274991,0.194907,0.00191353,1.54301,0.763261
135.418775510,0.0777672,0.290898,1.06852,0.725424,0.306704,0.570156,1.51877,0.253628,0.120119,0.107858,2.10734,0.91171
135.465215420,0.175884,0.192054,1.69944,0.760584,0.16582,0.374301,1.09596,0.0850588,0.10209,0.0935266,2.22669,0.858116
135.511655329,0.30882,0,1.51854,0.951145,0.162815,0.212047,1.07114,0.021755,0.124353,0.450677,1.96167,0.636742
135.558095238,0.340534,0,1.3223,0.933603,0.356038,0.217888,0.701269,0.0489062,0.236146,0.777182,1.80855,0.535818
135.604535147,0.375153,0.137812,1.16806,1.02898,0.262074,0.181969,0.743238,0.305871,0.177986,0.638821,1.57229,0.380053
135.650975057,0.337221,0.43521,0.674953,1.33068,0.124791,0.169105,1.02671,0.485854,0.0726605,0.0655493,0.981704,0.412636
135.697414966,0.404509,0.255859,0.230467,1.35703,0.0960256,0.143453,0.846807,0.552132,0.0721246,0.0563504,0.53779,0.833831
135.743854875,0.30864,0.0486058,0.737164,0.895374,0.354321,0.11917,0.665058,0.400695,0.672809,0,0.932097,1.11496
135.790294785,0.164414,0.106686,1.08746,0.783999,0.595525,0.036008,0.712782,0.312973,0.746033,0,0.918337,1.1892
135.836734694,0.421668,0.143081,1.08826,0.211019,1.56869,0,0.780785,0.305757,0.596509,0.0246704,0.963753,1.05304
135.883174603,0.610035,0.164834,1.05313,0.19791,1.73357,1.02966,0.752596,0.00562428,0.420577,0.212861,0.898209,0.952403
135.929614512,0.66432,0.0443663,1.48277,0.424026,0.422004,1.4827,0.635122,0.00196755,1.28255,0.392856,0.590549,1.10887
135.976054422,0.720972,0.0450943,0.797968,1.70535,0.0771765,0.921822,0.472338,0.0377062,2.2584,0.486242,0.000204303,0.427873
136.022494331,0.545065,0.00978498,0.183996,2.56407,0,0.238824,0.0825682,0,2.54123,0.359777,0,0.316303
136.068934240,0.00162336,0.147597,0.501339,2.39334,0.322033,0.00609611,0.0608311,0,2.50538,0.226296,0.000386177,0.508263
136.115374150,0.322246,0.340194,0.329279,2.09134,0.978467,0.0347595,0.0415221,0.0219615,2.37875,0,0.0207883,0.56625
136.161814059,0.939937,0.617278,0.382608,0.956573,1.26314,0.0501418,0.0864636,0.0468117,2.18919,0,0.0290716,0.594135
136.208253968,0.89672,0.371113,0.456655,0.632787,1.10399,0.341077,0.612237,0.0356287,1.68559,0,0.208025,0.42658
136.254693878,1.00849,0.413733,0.668174,0.766079,0.243179,0.157442,1.01781,0.0410954,0.582123,0,1.41524,0.0538852
136.301133787,0.826636,0.304484,0.359517,1.37233,0.27589,0.145344,1.25835,0.0369499,0.419155,0.0243992,1.50602,0.0144768
136.347573696,0.957618,0.197028,0.353613,1.11006,0.196498,0.634376,1.19824,0.0234044,0.267126,0.0923326,1.59748,0.0206724
136.394013605,0.95428,0.157438,0.471118,0.739799,0.225768,1.04462,1.23886,0.014876,0.27273,0.201913,1.72836,0.0553837
136.440453515,0.795153,0.0493701,0.461173,1.23101,0.823358,1.26557,1.05372,0,0.418644,0.282639,1.53493,0.0902786
136.486893424,0.707496,0.000850687,0.302356,1.37717,1.33937,1.04751,0.715999,0.143614,0.384922,0.281585,1.03248,0.451958
136.533333333,0.284067,0.116285,0.13218,0.810818,1.75812,0.480751,0.573338,0.547325,0.668622,0.072749,0.471729,0.632887
136.579773243,0.910027,0.115757,0.00294756,0.442903,1.83663,0.47903,0.0229282,0.503786,1.05257,0.14871,0.000188507,1.12197
136.626213152,1.40442,0.371232,0.308094,0.294133,0.928353,1.12194,0,0.406175,1.10449,0.000744023,0.00047039,1.46593
136.672653061,1.32434,0.572355,0.31124,0.0686818,0.354679,1.14442,0.0144344,0.602941,1.22276,0.000962307,0.0308329,1.95216
136.719092971,0.937479,0.371918,0.390051,0.0997409,0.228549,1.11734,0.285687,0.992063,1.27888,0.00115592,0.0931881,2.30502
136.765532880,0.61392,0.229648,0.584172,0.131575,0.668906,1.06734,0.390518,0.831018,1.12204,0.000122581,0,2.31181
136.811972789,0.0555839,0.157095,0.522482,0.516802,1.27977,0.901113,0.635067,0.435812,0.524903,0,0.423267,2.02757
136.858412698,0.251456,0.196494,0.549864,0.549959,1.29283,0.376034,0.65757,0.0551845,0.797035,0.0254334,1.13967,1.39516
136.904852608,0.307218,0.18359,0.719164,0.266762,1.14406,0.46121,0.807583,0.25519,0.917611,0.0336015,1.08522,0.607303
136.951292517,0.409106,0.0629179,0.670479,0.240631,0.740224,0.59262,0.783232,0.488489,0.953108,0,0.838041,0.319652
136.997732426,0.329692,0.00842452,0.779543,0.22187,0.348156,0.450203,0.669124,0.462346,1.02593,0,0.85337,0.626527
